id,imdb_id,title,adult,original_language,poster_path,poster_path_updated,release_date,revenue,runtime,vote_average,vote_count,overview,keywords,cast,director,genres,popularity,imdb_score
155,tt0468569,The Dark Knight,False,en,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,True,2008-07-16,1004558444.0,152.0,8.3,12269.0,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","['dc comics', 'crime fighter', 'secret identity']","['Christian Bale', 'Michael Caine', 'Heath Ledger']",Christopher Nolan,"['Drama', 'Action', 'Crime']",123.16726,8.266100603621732
131631,tt1951265,The Hunger Games: Mockingjay - Part 1,False,en,/ezHakxJHVXdPI6h3TKssEwXYtsg.jpg,True,2014-11-18,752100229.0,123.0,6.6,5767.0,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,"['resistance', 'post-apocalyptic', 'dystopia']","['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",Francis Lawrence,"['Science Fiction', 'Adventure', 'Thriller']",147.098,6.573661995610332
281338,tt3450958,War for the Planet of the Apes,False,en,/3vYhLLxrTtZLysXtIWktmd57Snv.jpg,True,2017-07-11,369907963.0,140.0,6.7,1675.0,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.","['based on novel', 'sequel', 'talking animal']","['Andy Serkis', 'Woody Harrelson', 'Steve Zahn']",Matt Reeves,"['Drama', 'Science Fiction', 'War']",146.16179,6.606280720917531
166426,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,False,en,/xbpSDU3p7YUGlu9Mr6Egg2Vweto.jpg,True,2017-05-23,794191988.0,129.0,6.6,2814.0,"Thrust into an all-new paycheck, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of a payout lies in seeking out the legendary Trident of Numbers, but to find it, he must forge an uneasy alliance with a reasonably intelligent and pretty astronomer and a irritating young man in the British navy.","['sea', 'ship', 'sequel']","['Johnny Depp', 'Javier Bardem', 'Geoffrey Rush']",Joachim Rønning,"['Adventure', 'Action', 'Fantasy']",133.82782,6.547474747474747
78,tt0083658,Blade Runner,False,en,/vfzE3pjE5G7G7kcZWrA3fnbZo7V.jpg,True,1982-06-25,33139618.0,117.0,7.9,3833.0,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.","['artificial intelligence', 'bounty hunter', 'dystopia']","['Harrison Ford', 'Rutger Hauer', 'Sean Young']",Ridley Scott,"['Science Fiction', 'Drama', 'Thriller']",96.27238,7.810052644773126
24428,tt0848228,The Avengers,False,en,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,True,2012-04-25,1519557910.0,143.0,7.4,12000.0,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!","['new york', 'shield', 'marvel comic']","['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo']",Joss Whedon,"['Science Fiction', 'Action', 'Adventure']",89.88765,7.37690029615005
550,tt0137523,Fight Club,False,en,/bptfVGEQuv6vDTIMVCHjJ9Dz8PX.jpg,True,1999-10-15,100853753.0,139.0,8.3,9678.0,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.","['support group', 'dual identity', 'nihilism']","['Edward Norton', 'Brad Pitt', 'Meat Loaf']",David Fincher,['Drama'],63.8696,8.257169005491154
244786,tt2582802,Whiplash,False,en,/6uSPcdGNA2A6vJmCagXkvnutegs.jpg,True,2014-10-10,13092000.0,105.0,8.3,4376.0,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.","['jazz', 'obsession', 'conservatory']","['Miles Teller', 'J.K. Simmons', 'Melissa Benoist']",Damien Chazelle,['Drama'],64.29999,8.207060900264786
119450,tt2103281,Dawn of the Planet of the Apes,False,en,/ie14Sm0hRI5f7Te2KIfU64NyCPr.jpg,True,2014-06-26,710644566.0,130.0,7.3,4511.0,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.","['leader', 'colony', 'post-apocalyptic']","['Andy Serkis', 'Jason Clarke', 'Gary Oldman']",Matt Reeves,"['Science Fiction', 'Action', 'Drama']",75.38521,7.243175487465181
278,tt0111161,The Shawshank Redemption,False,en,/q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg,True,1994-09-23,28341469.0,142.0,8.5,8358.0,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","['prison', 'corruption', 'police brutality']","['Tim Robbins', 'Morgan Freeman', 'Bob Gunton']",Frank Darabont,"['Drama', 'Crime']",51.645405,8.446863988724454
198663,tt1790864,The Maze Runner,False,en,/ode14q7WtDugFDp78fo9lCsmay9.jpg,True,2014-09-10,348319861.0,113.0,7.0,5540.0,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.","['based on novel', 'maze', 'post-apocalyptic']","[""Dylan O'Brien"", 'Ki Hong Lee', 'Kaya Scodelario']",Wes Ball,"['Action', 'Mystery', 'Science Fiction']",76.93789,6.961657303370787
268531,tt2091256,Captain Underpants: The First Epic Movie,False,en,/AjHZIkzhPXrRNE4VSLVWx6dirK9.jpg,True,2017-06-01,110824373.0,89.0,6.5,159.0,"Two mischievous kids hypnotize their mean elementary school principal and turn him into their comic book creation, the kind-hearted and elastic-banded Captain Underpants.","['underwear', 'school', 'principal']","['Kevin Hart', 'Ed Helms', 'Thomas Middleditch']",David Soren,"['Action', 'Animation', 'Comedy']",88.56124,6.054285714285714
13,tt0109830,Forrest Gump,False,en,/h5J4W4veyxMXDMjeNxZI46TsHOb.jpg,True,1994-07-06,677945399.0,142.0,8.2,8147.0,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.","['vietnam veteran', 'hippie', 'mentally disabled']","['Tom Hanks', 'Robin Wright', 'Gary Sinise']",Robert Zemeckis,"['Comedy', 'Drama', 'Romance']",48.307194,8.151150186679512
118340,tt2015381,Guardians of the Galaxy,False,en,/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg,True,2014-07-30,773328629.0,121.0,7.9,10014.0,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.","['marvel comic', 'spaceship', 'space']","['Chris Pratt', 'Zoe Saldana', 'Dave Bautista']",James Gunn,"['Action', 'Science Fiction', 'Adventure']",53.2916,7.8647197640118
238,tt0068646,The Godfather,False,en,/rPdtLWNsZmAtoZl9PK7S2wE3qiS.jpg,True,1972-03-14,245066411.0,175.0,8.5,6024.0,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.","['italy', 'love at first sight', 'loss of father']","['Marlon Brando', 'Al Pacino', 'James Caan']",Francis Ford Coppola,"['Drama', 'Crime']",41.109264,8.426796116504853
263115,tt3315342,Logan,False,en,/gGBu0hKw9BGddG8RkRAMX7B6NDB.jpg,True,2017-02-28,616801808.0,137.0,7.6,6310.0,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.","['cyborg', 'experiment', 'self-destruction']","['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen']",James Mangold,"['Action', 'Drama', 'Science Fiction']",54.581997,7.551747602845653
424,tt0108052,Schindler's List,False,en,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,True,1993-11-29,321365567.0,195.0,8.3,4436.0,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,"['factory', 'concentration camp', 'hero']","['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes']",Steven Spielberg,"['Drama', 'History', 'War']",41.725124,8.208275261324042
129,tt0245429,Spirited Away,False,ja,/ynXoOxmDHNQ4UAy0oU6avW71HVW.jpg,True,2001-07-20,274925095.0,125.0,8.3,3968.0,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,"['witch', 'parent child relationship', 'magic']","['Rumi Hiiragi', 'Miyu Irino', 'Mari Natsuki']",Hayao Miyazaki,"['Fantasy', 'Adventure', 'Animation']",41.048866,8.197866149369545
637,tt0118799,Life Is Beautiful,False,it,/74hLDKjD5aGYOotO6esUVaeISa2.jpg,True,1997-12-20,229400000.0,116.0,8.3,3643.0,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,"['italy', 'riddle', 'bookshop']","['Nicoletta Braschi', 'Roberto Benigni', 'Giorgio Cantarini']",Roberto Benigni,"['Comedy', 'Drama']",39.39497,8.189128718083706
11,tt0076759,Star Wars,False,en,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,True,1977-05-25,775398007.0,121.0,8.1,6778.0,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,"['android', 'galaxy', 'hermit']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",George Lucas,"['Adventure', 'Action', 'Science Fiction']",42.149696,8.043755408133833
406990,tt1536537,What Happened to Monday,False,en,/o6EsOqITcSzcdwD1zxBM9imdxjr.jpg,True,2017-08-18,0.0,123.0,7.3,598.0,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.","['chase', 'false identity', 'overpopulation']","['Noomi Rapace', 'Marwan Kenzari', 'Christian Rubeck']",Tommy Wirkola,"['Science Fiction', 'Thriller']",60.581223,6.948275862068965
240,tt0071562,The Godfather: Part II,False,en,/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,True,1974-12-20,47542841.0,200.0,8.3,3418.0,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.","['italo-american', 'cuba', 'vororte']","['Al Pacino', 'Robert Duvall', 'Diane Keaton']",Francis Ford Coppola,"['Drama', 'Crime']",36.629307,8.182148852825966
539,tt0054215,Psycho,False,en,/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg,True,1960-06-16,32000000.0,109.0,8.3,2405.0,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.","['hotel', 'clerk', 'arizona']","['Anthony Perkins', 'Vera Miles', 'John Gavin']",Alfred Hitchcock,"['Drama', 'Horror', 'Thriller']",36.82631,8.135532994923858
510,tt0073486,One Flew Over the Cuckoo's Nest,False,en,/3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg,True,1975-11-18,108981275.0,133.0,8.3,3001.0,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.","['individual', 'rebel', 'self-destruction']","['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito']",Miloš Forman,['Drama'],35.529552,8.166582198289516
22,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,False,en,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,True,2003-07-09,655011224.0,143.0,7.5,7191.0,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.","['exotic island', 'blacksmith', 'east india trading company']","['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom']",Gore Verbinski,"['Adventure', 'Fantasy', 'Action']",47.326664,7.459657002858309
372058,tt5311514,Your Name.,False,ja,/q719jXXEzOoYaps6babgKnONONX.jpg,True,2016-08-26,355298270.0,106.0,8.5,1030.0,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.","['supernatural', 'romance', 'school']","['Ryunosuke Kamiki', 'Mone Kamishiraishi', 'Masami Nagasawa']",Makoto Shinkai,"['Romance', 'Animation', 'Drama']",34.46125,8.118549747048904
157336,tt0816692,Interstellar,False,en,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,True,2014-11-05,675120017.0,169.0,8.1,11187.0,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,"['saving the world', 'artificial intelligence', 'father son relationship']","['Matthew McConaughey', 'Jessica Chastain', 'Anne Hathaway']",Christopher Nolan,"['Adventure', 'Drama', 'Science Fiction']",32.21348,8.065617561491669
311,tt0087843,Once Upon a Time in America,False,en,/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,True,1984-02-16,0.0,229.0,8.3,1104.0,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","['life and death', 'corruption', 'street gang']","['Robert De Niro', 'James Woods', 'Elizabeth McGovern']",Sergio Leone,"['Drama', 'Crime']",32.18285,7.965714285714286
120,tt0120737,The Lord of the Rings: The Fellowship of the Ring,False,en,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,True,2001-12-18,871368364.0,178.0,8.0,8892.0,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","['elves', 'dwarves', 'orcs']","['Elijah Wood', 'Ian McKellen', 'Cate Blanchett']",Peter Jackson,"['Adventure', 'Fantasy', 'Action']",32.070724,7.958620689655172
603,tt0133093,The Matrix,False,en,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,True,1999-03-30,463517383.0,136.0,7.9,9079.0,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","['saving the world', 'artificial intelligence', 'man vs machine']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']",Lana Wachowski,"['Action', 'Science Fiction']",33.366333,7.8611478072550085
27205,tt1375666,Inception,False,en,/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg,True,2010-07-14,825532764.0,148.0,8.1,14075.0,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","['loss of lover', 'dream', 'kidnapping']","['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ellen Page']",Christopher Nolan,"['Action', 'Thriller', 'Science Fiction']",29.108149,8.072595038999367
205596,tt2084970,The Imitation Game,False,en,/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,True,2014-11-14,233555708.0,113.0,8.0,5895.0,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.","['gay', 'england', 'world war ii']","['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode']",Morten Tyldum,"['History', 'Drama', 'Thriller']",31.59594,7.938125929598414
122,tt0167260,The Lord of the Rings: The Return of the King,False,en,/uexxR7Kw1qYbZk0RYaF9Rx5ykbj.jpg,True,2003-12-01,1118888979.0,201.0,8.1,8226.0,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.","['elves', 'orcs', 'middle-earth (tolkien)']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']",Peter Jackson,"['Adventure', 'Fantasy', 'Action']",29.324358,8.053471725125268
126889,tt2316204,Alien: Covenant,False,en,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,True,2017-05-09,232380243.0,122.0,5.7,2677.0,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world – which has its sole inhabitant the 'synthetic', David, survivor of the doomed Prometheus expedition.","['android', 'space travel', 'alien life-form']","['Michael Fassbender', 'Katherine Waterston', 'Billy Crudup']",Ridley Scott,"['Horror', 'Science Fiction', 'Thriller']",72.88408,5.69449346981998
315837,tt1219827,Ghost in the Shell,False,en,/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,True,2017-03-29,169801921.0,107.0,5.9,2547.0,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.","['philosophy', 'cyborg', 'hacker']","['Scarlett Johansson', 'Michael Pitt', 'Pilou Asbæk']",Rupert Sanders,"['Action', 'Science Fiction', 'Thriller']",68.72668,5.8826859045505
121,tt0167261,The Lord of the Rings: The Two Towers,False,en,/wf3v0Pn09jnT5HSaYal7Ami3bdA.jpg,True,2002-12-18,926287400.0,179.0,8.0,7641.0,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","['elves', 'orcs', 'middle-earth (tolkien)']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']",Peter Jackson,"['Adventure', 'Fantasy', 'Action']",29.423536,7.951981531358215
671,tt0241527,Harry Potter and the Philosopher's Stone,False,en,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,True,2001-11-16,976475550.0,152.0,7.5,7188.0,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.","['witch', 'christmas party', 'magic']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",Chris Columbus,"['Adventure', 'Fantasy', 'Family']",38.187237,7.459640522875817
76203,tt2024544,12 Years a Slave,False,en,/xdANQijuNrJaw1HA61rDccME4Tm.jpg,True,2013-10-18,187000000.0,134.0,7.9,3787.0,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.","['whip', 'kidnapping', 'slavery']","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o""]",Steve McQueen,"['Drama', 'History']",30.31625,7.809003296981993
284052,tt1211837,Doctor Strange,False,en,/gwi5kL7HEWAOTffiA14e4SbOGra.jpg,True,2016-10-25,677718395.0,115.0,7.1,5880.0,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.","['magic', 'marvel comic', 'superhero']","['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams']",Scott Derrickson,"['Action', 'Adventure', 'Fantasy']",43.847652,7.061232604373758
259316,tt3183660,Fantastic Beasts and Where to Find Them,False,en,/fLsaFKExQt05yqjoAvKsmOMYvJR.jpg,True,2016-11-16,809342332.0,133.0,7.2,5612.0,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.","['robbery', 'magic', 'teleportation']","['Eddie Redmayne', 'Colin Farrell', 'Katherine Waterston']",David Yates,"['Adventure', 'Family', 'Fantasy']",41.051422,7.156726768377254
